Date,Close,High,Low,Open,Volume
2023-02-17,7980.41162109375,8094.744165808561,7980.41162109375,8026.144638979675,43588900
2023-02-20,8003.27587890625,8071.875386439732,7957.542873883928,7980.409376395089,40077000
2023-02-21,7957.54345703125,8049.009473778736,7957.54345703125,8026.142969591864,25390500
2023-02-22,7934.6767578125,8003.276268686959,7888.94375056286,7957.543261437319,38671900
2023-02-23,7980.41162109375,8003.278130036712,7888.945585321902,7888.945585321902,53412300
2023-02-24,7934.6767578125,8094.742283186239,7934.6767578125,8026.1427723117795,44123400
2023-02-27,8026.14306640625,8026.14306640625,7911.810544092771,7934.677048555466,59983900
2023-02-28,8003.27587890625,8026.14238141741,7934.676371372768,8026.14238141741,106349400
2023-03-01,7866.078125,8003.277162063954,7866.078125,7980.410655886628,67034700
2023-03-02,7888.9443359375,7957.543851902174,7866.077830615942,7866.077830615942,56672000
2023-03-03,7751.74560546875,7934.6776551553285,7751.74560546875,7911.8111489445055,95376900
2023-03-06,7683.14599609375,7820.345031738281,7683.14599609375,7820.345031738281,92652000
2023-03-07,7706.01220703125,7751.745217161999,7637.412691835126,7637.412691835126,106115600
2023-03-08,7843.21044921875,7843.21044921875,7683.144929846939,7683.144929846939,79350900
2023-03-09,7843.21044921875,7911.809957520954,7820.3439464513485,7911.809957520954,54201400
2023-03-10,7728.87890625,7820.3449288091715,7728.87890625,7774.611917529586,59580100
2023-03-13,7820.34423828125,7888.9437491433655,7728.878223798428,7728.878223798428,82077700
2023-03-14,7614.54638671875,7751.7454207136825,7614.54638671875,7706.012409382039,90495300
2023-03-15,7614.54638671875,7751.7454207136825,7614.54638671875,7728.878915047861,86747400
2023-03-16,7591.68017578125,7637.413188888367,7545.947162674134,7591.68017578125,105894000
2023-03-17,7660.279296875,7728.878812966418,7614.546286147388,7660.279296875,198558600
2023-03-20,7683.14599609375,7751.745513916016,7660.279490152995,7683.14599609375,37277900
2023-03-21,7774.6123046875,7774.612304687499,7660.279770795037,7683.146277573529,91617400
2023-03-24,8071.87646484375,8071.87646484375,7888.944420314713,7957.543937013102,145603600
2023-03-27,7957.54345703125,8071.8759779656075,7957.54345703125,8071.8759779656075,110692800
2023-03-28,7934.6767578125,8049.009275936599,7934.6767578125,8049.009275936599,98296600
2023-03-29,8209.8955078125,8209.8955078125,8046.630540327593,8093.277673894709,101068200
2023-03-30,8233.21875,8303.189447592069,8209.895184135978,8303.189447592069,118912100
2023-03-31,8163.2470703125,8256.541322544643,8139.923507254464,8233.217759486608,97146900
2023-04-03,8209.8955078125,8233.219074596058,8163.248374245383,8233.219074596058,60288900
2023-04-04,8186.5712890625,8233.218418914708,8069.953464431979,8233.218418914708,60975800
2023-04-05,8139.92578125,8209.896489971346,8139.92578125,8186.572920397564,36922100
2023-04-06,8163.2470703125,8186.570633370536,8116.599944196429,8116.599944196429,45489400
2023-04-10,8209.8955078125,8209.8955078125,8116.6012406782675,8139.924807461825,32996000
2023-04-11,8233.21875,8233.21875,8163.248052407932,8233.21875,44554300
2023-04-12,8303.1884765625,8303.1884765625,8233.217787153266,8303.1884765625,91903600
2023-04-13,8326.513671875,8349.837239583334,8279.866536458334,8349.837239583334,51726500
2023-04-14,8396.484375,8396.484375,8349.837239583334,8396.484375,110354200
2023-04-17,8419.8076171875,8443.131183994114,8303.189783154432,8419.8076171875,83946900
2023-04-18,8513.1015625,8559.748694349315,8419.80729880137,8443.130864726028,91178700
2023-04-26,8583.072265625,8583.072265625,8396.483738111414,8513.101567807405,186928200
2023-04-27,8536.4248046875,8559.74836972763,8466.45410956711,8489.777674607241,54842400
2023-04-28,8443.130859375,8513.101557104626,8443.130859375,8489.777991194751,145775300
2023-05-02,8443.130859375,8489.777991194751,8303.189463915745,8489.777991194751,83645900
2023-05-03,8326.513671875,8443.131510416668,8279.866536458334,8443.131510416668,83728800
2023-05-04,8396.484375,8419.807942708334,8279.866536458334,8326.513671875,67565000
2023-05-05,8396.484375,8443.131510416668,8349.837239583334,8396.484375,64815100
2023-05-08,8396.484375,8466.455078125,8349.837239583334,8396.484375,84754500
2023-05-09,8326.513671875,8373.160807291668,8303.190104166668,8349.837239583334,40929600
2023-05-10,8326.513671875,8349.837239583334,8303.190104166668,8326.513671875,45322600
2023-05-11,8233.21875,8303.189447592069,8209.895184135978,8303.189447592069,81993900
2023-05-12,8209.8955078125,8279.866208163176,8139.924807461825,8163.248374245383,96525600
2023-05-15,8186.5712890625,8279.865548766915,8139.924159210292,8279.865548766915,64830300
2023-05-16,8116.6005859375,8233.218410448097,8116.6005859375,8209.894845545978,49497000
2023-05-17,8186.5712890625,8256.54198384081,8163.247724136396,8186.5712890625,69996100
2023-05-19,8396.484375,8396.484375,8233.219401041668,8303.190104166668,123592500
2023-05-22,8396.484375,8466.455078125,8326.513671875,8396.484375,91000000
2023-05-23,8513.1015625,8536.425128424658,8419.80729880137,8443.130864726028,102980500
2023-05-24,8419.8076171875,8583.072584833795,8419.8076171875,8583.072584833795,77392900
2023-05-25,8443.130859375,8536.425123014502,8443.130859375,8489.777991194751,76325700
2023-05-26,8536.4248046875,8583.07193476776,8489.777674607241,8559.74836972763,55675900
2023-05-29,8536.4248046875,8629.71906484802,8466.45410956711,8629.71906484802,79148200
2023-05-30,8629.7197265625,8699.690427048143,8536.425459248312,8583.072592905406,97189500
2023-05-31,8443.130859375,8699.690084383632,8443.130859375,8676.366518473757,722827900
2023-06-05,8583.072265625,8699.690095320992,8489.778001868206,8536.425133746603,163535600
2023-06-06,8536.4248046875,8583.07193476776,8443.13054452698,8443.13054452698,74872200
2023-06-07,8489.7783203125,8559.749020754636,8466.454753498454,8513.101887126546,87492200
2023-06-08,8513.1015625,8513.1015625,8466.454430650685,8466.454430650685,53188400
2023-06-09,8489.7783203125,8559.749020754636,8489.7783203125,8559.749020754636,44632400
2023-06-12,8536.4248046875,8536.4248046875,8489.777674607241,8536.4248046875,38082300
2023-06-13,8536.4248046875,8559.74836972763,8489.777674607241,8559.74836972763,45552600
2023-06-14,8466.455078125,8513.102213541668,8443.131510416668,8489.778645833334,72223700
2023-06-15,8443.130859375,8489.777991194751,8443.130859375,8489.777991194751,59073000
2023-06-16,8443.130859375,8489.777991194751,8373.160161645374,8489.777991194751,112769400
2023-06-19,8396.484375,8443.131510416668,8396.484375,8396.484375,32330600
2023-06-20,8443.130859375,8443.130859375,8349.836595735496,8419.807293465125,54990100
2023-06-21,8513.1015625,8513.1015625,8396.483732876713,8443.130864726028,42676300
2023-06-22,8443.130859375,8536.425123014502,8443.130859375,8513.101557104626,48291100
2023-06-23,8443.130859375,8536.425123014502,8419.807293465125,8419.807293465125,47813500
2023-06-26,8466.455078125,8513.102213541668,8419.807942708334,8419.807942708334,36389900
2023-06-27,8536.4248046875,8536.4248046875,8443.13054452698,8443.13054452698,36225100
2023-07-03,8466.455078125,8466.455078125,8419.807942708334,8419.807942708334,108855900
2023-07-04,8443.130859375,8536.425123014502,8443.130859375,8536.425123014502,35049300
2023-07-05,8443.130859375,8466.454425284875,8419.807293465125,8443.130859375,44609200
2023-07-06,8466.455078125,8489.778645833334,8419.807942708334,8443.131510416668,52532400
2023-07-07,8419.8076171875,8489.77831760734,8419.8076171875,8419.8076171875,37641300
2023-07-10,8443.130859375,8489.777991194751,8443.130859375,8489.777991194751,28981500
2023-07-11,8419.8076171875,8489.77831760734,8419.8076171875,8489.77831760734,43703500
2023-07-12,8559.748046875,8559.748046875,8443.130226072888,8466.45379023331,61566500
2023-07-13,8513.1015625,8606.39582619863,8513.1015625,8583.072260273973,65230900
2023-07-14,8583.072265625,8583.072265625,8513.101567807405,8559.748699685802,55554500
2023-07-17,8559.748046875,8629.718739356267,8559.748046875,8583.071611035422,62550100
2023-07-18,8536.4248046875,8629.71906484802,8489.777674607241,8583.07193476776,52924600
2023-07-20,8536.4248046875,8606.39549980789,8513.10123964737,8583.07193476776,83476600
2023-07-21,8536.4248046875,8559.74836972763,8513.10123964737,8536.4248046875,42667800
2023-07-24,8489.7783203125,8583.072587568682,8489.7783203125,8583.072587568682,62061200
2023-07-25,8536.4248046875,8676.36619492828,8536.4248046875,8559.74836972763,122802700
2023-07-26,8723.0126953125,8723.0126953125,8513.100625104445,8559.747751817347,113868700
2023-07-27,8606.396484375,8769.661458333334,8606.396484375,8769.661458333334,77848400
2023-07-28,8513.1015625,8606.39582619863,8513.1015625,8583.072260273973,74510200
2023-07-31,8513.1015625,8583.072260273973,8489.777996575343,8559.748694349315,80868000
2023-08-01,8513.1015625,8559.748694349315,8489.777996575343,8559.748694349315,49756400
2023-08-02,8583.072265625,8583.072265625,8513.101567807405,8513.101567807405,60629900
2023-08-03,8629.7197265625,8676.366860219596,8536.425459248312,8536.425459248312,64596100
2023-08-04,8536.4248046875,8653.042629888148,8513.10123964737,8629.71906484802,52675900
2023-08-07,8653.0439453125,8653.0439453125,8536.42610238376,8536.42610238376,55589300
2023-08-08,8583.072265625,8676.366529381794,8583.072265625,8653.042963442596,43373400
2023-08-09,8769.6611328125,8769.6611328125,8629.71973175698,8653.043298599567,77056800
2023-08-10,8769.6611328125,8792.984699655086,8723.013999127326,8769.6611328125,76738100
2023-08-11,8769.6611328125,8816.308266497672,8746.337565969914,8792.984699655086,68898600
2023-08-14,8723.0126953125,8723.0126953125,8606.394878530247,8699.68913195605,75495400
2023-08-15,8676.3662109375,8746.336906186996,8676.3662109375,8699.689776020665,59303700
2023-08-16,8676.3662109375,8699.689776020665,8629.71908077117,8653.042645854335,53440000
2023-08-18,8629.7197265625,8723.01399387669,8629.7197265625,8629.7197265625,79328900
2023-08-21,8559.748046875,8629.718739356267,8559.748046875,8606.395175195845,73573000
2023-08-22,8676.3662109375,8699.689776020665,8536.424820438508,8536.424820438508,65664600
2023-08-23,8676.3662109375,8699.689776020665,8653.042645854335,8676.3662109375,63749800
2023-08-24,8583.072265625,8699.690095320992,8583.072265625,8629.719397503397,53725900
2023-08-25,8653.0439453125,8653.0439453125,8559.749670969508,8583.073239555255,50379000
2023-08-28,8583.072265625,8629.719397503397,8583.072265625,8629.719397503397,44423100
2023-08-29,8629.7197265625,8676.366860219596,8583.072592905406,8653.043293391047,45428500
2023-08-30,8583.072265625,8676.366529381794,8583.072265625,8676.366529381794,56227000
2023-08-31,8559.748046875,8606.395175195845,8489.777354393733,8583.071611035422,136107200
2023-09-01,8606.396484375,8653.043619791668,8559.749348958334,8583.072916666668,42152700
2023-09-04,8606.396484375,8653.043619791668,8559.749348958334,8606.396484375,40610600
2023-09-05,8606.396484375,8629.720052083334,8583.072916666668,8629.720052083334,42007200
2023-09-06,8536.4248046875,8629.71906484802,8536.4248046875,8583.07193476776,49318400
2023-09-07,8559.748046875,8559.748046875,8489.777354393733,8513.100918554155,61405200
2023-09-08,8513.1015625,8536.425128424658,8443.130864726028,8489.777996575343,80732300
2023-09-11,8513.1015625,8513.1015625,8466.454430650685,8466.454430650685,53155900
2023-09-12,8489.7783203125,8513.101887126546,8466.454753498454,8489.7783203125,66479000
2023-09-13,8466.455078125,8466.455078125,8396.484375,8443.131510416668,69490200
2023-09-14,8489.7783203125,8513.101887126546,8396.484053056318,8396.484053056318,112757900
2023-09-15,8396.484375,8489.778645833334,8396.484375,8443.131510416668,121005300
2023-09-18,8396.484375,8466.455078125,8396.484375,8443.131510416668,34272200
2023-09-19,8466.455078125,8466.455078125,8373.160807291668,8396.484375,33325800
2023-09-20,8536.4248046875,8559.74836972763,8466.45410956711,8513.10123964737,54305500
2023-09-21,8513.1015625,8536.425128424658,8466.454430650685,8513.1015625,40607000
2023-09-22,8466.455078125,8536.42578125,8466.455078125,8513.102213541668,42445300
2023-09-25,8396.484375,8466.455078125,8396.484375,8466.455078125,56132200
2023-09-26,8349.8369140625,8419.807614459673,8349.8369140625,8396.484047660615,73544700
2023-09-27,8279.8662109375,8396.484044894367,8279.8662109375,8303.189777728874,84345000
2023-09-29,8233.21875,8303.189447592069,8233.21875,8233.21875,118960000
2023-10-02,8466.455078125,8489.778645833334,8279.866536458334,8303.190104166668,93663000
2023-10-03,8583.072265625,8583.072265625,8419.807304050611,8466.454435929008,98380200
2023-10-04,8583.072265625,8629.719397503397,8513.101567807405,8583.072265625,112582800
2023-10-05,8466.455078125,8583.072916666668,8466.455078125,8583.072916666668,72855700
2023-10-06,8419.8076171875,8489.77831760734,8419.8076171875,8489.77831760734,53344400
2023-10-09,8443.130859375,8513.101557104626,8419.807293465125,8419.807293465125,43774500
2023-10-10,8326.513671875,8396.484375,8326.513671875,8396.484375,71966100
2023-10-11,8326.513671875,8419.807942708334,8326.513671875,8326.513671875,84305800
2023-10-12,8443.130859375,8489.777991194751,8396.483727555249,8396.483727555249,71064500
2023-10-13,8466.455078125,8513.102213541668,8419.807942708334,8489.778645833334,62941800
2023-10-16,8489.7783203125,8513.101887126546,8443.13118668441,8513.101887126546,29429200
2023-10-17,8349.8369140625,8466.454748057786,8349.8369140625,8443.13118125873,59606000
2023-10-18,8256.5419921875,8349.83625198623,8256.5419921875,8326.512687036548,50919200
2023-10-19,8163.2470703125,8256.541322544643,8163.2470703125,8233.217759486608,89509700
2023-10-20,8373.1591796875,8419.806306036735,8139.923547941331,8139.923547941331,64554500
2023-10-23,8256.5419921875,8326.512687036548,8256.5419921875,8279.865557137182,50633500
2023-10-24,8186.5712890625,8279.865548766915,8186.5712890625,8186.5712890625,76963200
2023-10-25,8279.8662109375,8326.513344520246,8233.219077354754,8233.219077354754,54748400
2023-10-26,8139.92578125,8349.83790741404,8139.92578125,8326.514337840257,63199400
2023-10-27,8116.6005859375,8209.894845545978,8116.6005859375,8139.92415083962,52450700
2023-10-30,8256.5419921875,8256.5419921875,8116.600602489407,8116.600602489407,51958200
2023-10-31,8163.2470703125,8233.217759486608,8139.923507254464,8209.894196428571,64907600
2023-11-01,8023.30712890625,8186.572099552598,8023.30712890625,8163.248532317406,67027600
2023-11-02,8256.5419921875,8303.189122086866,8139.92416743909,8139.92416743909,56050900
2023-11-03,8303.1884765625,8349.835602835323,8256.541350289677,8326.512039698911,60414100
2023-11-06,8443.130859375,8443.130859375,8349.836595735496,8373.160161645374,84994200
2023-11-07,8373.1591796875,8419.806306036735,8303.18849016365,8396.482742862117,60648200
2023-11-08,8396.484375,8396.484375,8303.190104166668,8349.837239583334,31829300
2023-11-09,8396.484375,8443.131510416668,8303.190104166668,8303.190104166668,46076800
2023-11-10,8233.21875,8396.483711048159,8233.21875,8349.836579320114,50754600
2023-11-13,8279.8662109375,8326.513344520246,8256.542644146128,8279.8662109375,20827700
2023-11-14,8326.513671875,8349.837239583334,8279.866536458334,8303.190104166668,37195700
2023-11-15,8443.130859375,8443.130859375,8349.836595735496,8373.160161645374,84977900
2023-11-16,8466.455078125,8466.455078125,8349.837239583334,8443.131510416668,48714300
2023-11-17,8466.455078125,8466.455078125,8373.160807291668,8419.807942708334,57050500
2023-11-20,8279.8662109375,8419.80761168574,8279.8662109375,8373.160478102993,49216000
2023-11-21,8186.5712890625,8303.189113693019,8186.5712890625,8233.218418914708,107614800
2023-11-22,8279.8662109375,8279.8662109375,8186.571943772007,8186.571943772007,40364800
2023-11-23,8326.513671875,8373.160807291668,8256.54296875,8256.54296875,55542100
2023-11-24,8326.513671875,8373.160807291668,8303.190104166668,8326.513671875,43631900
2023-11-27,8279.8662109375,8349.83691131162,8279.8662109375,8303.189777728874,35679000
2023-11-28,8279.8662109375,8349.83691131162,8256.542644146128,8279.8662109375,69070600
2023-11-29,8303.1884765625,8349.835602835323,8303.1884765625,8303.1884765625,54715600
2023-11-30,8373.1591796875,8373.1591796875,8303.18849016365,8326.512053338267,205312100
2023-12-01,8349.8369140625,8373.160480861558,8303.189780464385,8326.513347263442,80566400
2023-12-04,8366.2412109375,8459.98060825893,8366.2412109375,8389.676060267857,54747400
2023-12-05,8342.8056640625,8389.675358804425,8272.501121949614,8389.675358804425,94363900
2023-12-06,8249.0673828125,8389.676485928621,8249.0673828125,8295.937083851208,81852800
2023-12-07,8272.5009765625,8272.5009765625,8178.761588726098,8202.196435685199,91322500
2023-12-08,8202.1962890625,8295.935675223214,8202.1962890625,8249.065982142858,43891600
2023-12-11,8202.1962890625,8225.631135602678,8131.891749441965,8131.891749441965,78642800
2023-12-12,8155.32666015625,8202.196353605425,8155.32666015625,8155.32666015625,87589300
2023-12-13,8131.8916015625,8202.19613990454,8131.8916015625,8155.326447676513,51560500
2023-12-14,8483.4140625,8483.4140625,8202.195916781768,8225.630762258286,115332800
2023-12-15,8647.458984375,8647.458984375,8506.849895198171,8553.719591590447,275013500
2023-12-18,8624.0244140625,8647.459263013756,8577.154716159986,8624.0244140625,111712200
2023-12-19,8670.8935546875,8670.8935546875,8553.719317461993,8553.719317461993,65174500
2023-12-20,8717.763671875,8717.763671875,8647.459126134072,8670.893974714381,72938100
2023-12-21,8741.1982421875,8741.1982421875,8670.893698684651,8717.763394353218,88116700
2023-12-22,8741.1982421875,8764.633090021784,8694.328546518935,8694.328546518935,64449600
2023-12-27,8788.0673828125,8811.502229166666,8741.197690104167,8788.0673828125,64464700
2023-12-28,8811.50390625,8834.938757064496,8741.199353806516,8741.199353806516,70184600
2023-12-29,8811.50390625,8858.37360787899,8764.63420462101,8834.938757064496,79903400
2024-01-02,8834.9375,8834.9375,8764.632957559681,8811.502652519894,30545200
2024-01-03,8764.6328125,8834.937353776737,8741.197965407753,8834.937353776737,34603300
2024-01-04,8881.80859375,8881.80859375,8788.069189066624,8811.504040237467,56501800
2024-01-05,8975.5458984375,8998.980744125325,8881.806515686194,8905.241361374021,85290100
2024-01-08,8975.5458984375,9022.415589813152,8881.806515686194,8998.980744125325,50896000
2024-01-09,9022.4169921875,9022.4169921875,8975.547293526786,8998.982142857143,59848600
2024-01-10,8952.1123046875,9045.851700548103,8952.1123046875,9045.851700548103,52774900
2024-01-11,8975.5458984375,9045.850435500979,8975.5458984375,9022.415589813152,39381500
2024-01-12,9092.7216796875,9092.7216796875,8998.982280927836,9045.851980307667,68253400
2024-01-15,9116.1552734375,9139.59011989878,9045.850734053663,9139.59011989878,88399500
2024-01-16,9092.7216796875,9139.591379067333,9069.286829997583,9092.7216796875,44869200
2024-01-17,9139.591796875,9139.591796875,9045.852393830128,9139.591796875,107706100
2024-01-18,9069.287109375,9139.591660610466,9022.417408551357,9069.287109375,71048900
2024-01-19,9022.4169921875,9163.026088169643,8998.982142857143,9163.026088169643,63176500
2024-01-22,9022.4169921875,9045.851841517857,8928.677594866072,8998.982142857143,52868300
2024-01-23,8998.9814453125,8998.9814453125,8858.372360229492,8858.372360229492,92348600
2024-01-24,8928.6767578125,8998.981299212597,8881.807063545768,8998.981299212597,84906000
2024-01-25,8905.2421875,8975.546731085527,8858.372491776316,8858.372491776316,63212700
2024-01-26,8764.6328125,8858.372200868984,8717.763118315508,8811.502506684492,78977300
2024-01-29,8952.1123046875,8952.1123046875,8788.068361931446,8811.503210896597,73452800
2024-01-30,9045.8505859375,9045.8505859375,8881.806663394593,8905.241509472151,73136400
2024-01-31,8952.1123046875,9092.721398478403,8952.1123046875,9092.721398478403,102581200
2024-02-01,9092.7216796875,9116.156529377417,8975.54743123792,9045.851980307667,104208700
2024-02-02,9092.7216796875,9186.461078447164,9022.417130617752,9163.02622875725,99324000
2024-02-05,8975.5458984375,9069.285281188804,8928.676207061846,9069.285281188804,57983300
2024-02-06,9022.4169921875,9139.591238839286,9022.4169921875,9139.591238839286,87651000
2024-02-07,9092.7216796875,9116.156529377417,9045.851980307667,9092.7216796875,92953500
2024-02-12,9186.4599609375,9186.4599609375,9092.720573580995,9139.590267259247,87949400
2024-02-13,9116.1552734375,9186.459812821337,9092.720426976222,9139.59011989878,66072400
2024-02-15,9233.330078125,9350.504317695115,9233.330078125,9327.069469781092,164748900
2024-02-16,9327.0703125,9373.940012562814,9256.76576240578,9350.505162531406,142277200
2024-02-19,9256.7646484375,9350.504037282437,9209.894954015032,9280.199495648734,53341300
2024-02-20,9397.3740234375,9397.3740234375,9233.330087866272,9233.330087866272,63997700
2024-02-21,9350.50390625,9373.938753132832,9233.32967183584,9327.069059367168,75371600
2024-02-22,9256.7646484375,9350.504037282437,9256.7646484375,9350.504037282437,66913000
2024-02-23,9209.8955078125,9303.634902294052,9186.460659192113,9280.200053673665,55192300
2024-02-26,9186.4599609375,9256.764501454878,9116.15542042012,9139.590267259247,41356000
2024-02-27,9256.7646484375,9280.199495648734,9139.590412381329,9139.590412381329,43735800
2024-02-28,9373.939453125,9373.939453125,9280.20005859375,9350.504604492187,54043100
2024-02-29,9256.7646484375,9373.938884493671,9233.329801226266,9373.938884493671,126671200
2024-03-01,9209.8955078125,9303.634902294052,9186.460659192113,9280.200053673665,51520600
2024-03-04,9139.591796875,9209.896349158655,9139.591796875,9186.461498397435,43822900
2024-03-05,9186.4599609375,9280.199348294005,9163.025114098373,9280.199348294005,61952900
2024-03-06,9327.0703125,9373.940012562814,9163.02636228015,9280.200612437186,70242200
2024-03-07,9491.11328125,9537.98297646605,9373.939043209877,9420.808738425927,118369300
2024-03-08,9514.5498046875,9655.158915101601,9491.114952951817,9608.289211630234,100947200
2024-03-13,9373.939453125,9748.89703125,9373.939453125,9748.89703125,141622600
2024-03-14,9678.591796875,9678.591796875,9397.373633285411,9420.80848025121,110681100
2024-03-15,9514.5498046875,9655.158915101601,9420.810397744766,9561.419508158868,154176800
2024-03-18,9514.5498046875,9631.724063365918,9514.5498046875,9537.984656423183,62444100
2024-03-19,9537.982421875,9608.28696061118,9514.547575629607,9514.547575629607,55004800
2024-03-20,9491.11328125,9514.548128858025,9444.24358603395,9467.678433641975,66269700
2024-03-21,9491.11328125,9584.8526716821,9420.808738425927,9537.98297646605,90279400
2024-03-22,9467.6787109375,9491.113559231899,9327.069621171102,9373.939317759901,91968200
2024-03-25,9661.8759765625,9661.8759765625,9518.026706439981,9661.8759765625,66971000
2024-03-26,9637.900390625,9637.900390625,9542.000884250621,9637.900390625,65742700
2024-03-27,9661.8759765625,9661.8759765625,9589.95134150124,9613.926219854993,39514100
2024-03-28,9661.8759765625,9685.850854916253,9565.976463147488,9613.926219854993,79229700
2024-04-01,9446.1015625,9685.850333121827,9422.126685437817,9661.875456059644,79248700
2024-04-02,9494.0517578125,9542.00151416509,9398.152245107323,9518.026635988794,76763100
2024-04-03,9134.427734375,9398.151369750656,9134.427734375,9350.201617864173,177418400
2024-04-04,9446.1015625,9446.1015625,9182.37791481599,9182.37791481599,75993500
2024-04-05,9422.126953125,9542.001341841604,9422.126953125,9542.001341841604,70428600
2024-04-16,9086.478515625,9182.378025024736,8870.704619475593,8966.60412887533,283265900
2024-04-17,9134.427734375,9278.276990034448,9134.427734375,9158.40261031824,95620700
2024-04-18,9086.478515625,9182.378025024736,9062.503638275066,9134.428270324868,127134000
2024-04-19,9086.478515625,9110.453392974934,8918.654374175461,8966.60412887533,147784300
2024-04-22,8966.603515625,9038.528142755682,8966.603515625,9014.553267045454,128908000
2024-04-23,9326.2265625,9374.176313464011,9014.553181233934,9014.553181233934,178833000
2024-04-24,9542.0009765625,9542.0009765625,9350.201961958228,9422.12659243483,132832700
2024-04-25,9374.177734375,9589.951646419438,9302.253097026854,9589.951646419438,104874100
2024-04-26,9230.328125,9422.127150974027,9230.328125,9302.25275974026,100932900
2024-04-29,9398.1513671875,9446.101119060906,9134.427731883769,9134.427731883769,90063500
2024-04-30,9398.1513671875,9637.900126554528,9398.1513671875,9637.900126554528,109623000
2024-05-02,9158.40234375,9494.050597185864,9110.452593259162,9494.050597185864,97079400
2024-05-03,9446.1015625,9446.1015625,9278.277423064721,9350.20205425127,81200400
2024-05-06,9398.1513671875,9470.075994997607,9374.176491250797,9446.101119060906,53076200
2024-05-07,9302.2529296875,9350.202687057023,9230.328293633214,9302.2529296875,66746800
2024-05-08,8990.5791015625,9302.252510416667,8990.5791015625,9206.353,112808900
2024-05-13,9134.427734375,9134.427734375,8822.754347112861,8822.754347112861,145469900
2024-05-14,9158.40234375,9278.276719977093,9134.42746850458,9230.326969486256,95363500
2024-05-15,9110.453125,9206.352631578948,9038.52849506579,9110.453125,54741900
2024-05-16,9206.3525390625,9278.277168273926,9134.427909851074,9182.377662658691,61126000
2024-05-17,9350.2021484375,9446.101657652243,9182.3780073117,9206.352884615386,99848500
2024-05-20,9086.478515625,9398.151921174143,9086.478515625,9302.252411774407,87890100
2024-05-21,8990.5791015625,9182.378122395834,8990.5791015625,9062.503734375,75311400
2024-05-22,9038.529296875,9182.37856950431,8942.629781788793,9086.479054418103,121712700
2024-05-27,8918.654296875,8990.578928301411,8894.679419732864,8918.654296875,128578500
2024-05-28,8918.654296875,9014.553805443547,8918.654296875,8918.654296875,73945700
2024-05-29,8774.8046875,8942.628820867487,8774.8046875,8894.679068476777,117351600
2024-05-30,8630.9560546875,8870.704833984375,8415.182153320313,8630.9560546875,207115100
2024-05-31,8870.705078125,8870.705078125,8654.931170819256,8726.855806587837,756431600
