Date,Close,High,Low,Open,Volume,SMA_20,EMA_9,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,ATR_14,Target_Next_Day
2023-02-21,146.3596649169922,149.1394018439348,146.29067235544915,148.05510409777494,58867200,147.20200119018557,149.40899601840138,57.45639989251468,5.616598914212233,-1.4031031627751878,7.0197020769874205,3.643832651903691,1.0
2023-02-22,146.7835235595703,147.80866542554767,145.0585140913541,146.74408634882758,51011300,147.52715377807618,148.88390152663516,58.149615711919665,5.042853199638273,-1.5814791018793182,6.624332301517591,3.5799982720672534,1.0
2023-02-23,147.26651000976562,148.19308888929672,145.13736699227027,147.94665897626774,48394200,147.90942840576173,148.56042322326127,58.97003147932514,4.574397747498921,-1.6399476432149367,6.2143453907138575,3.5425499595643384,0.0
2023-02-24,144.61495971679688,145.0881010134071,143.6390916917033,145.00924162382364,55469600,148.05578231811526,147.7713305219684,52.84525617158103,3.94372467475975,-1.8164965727632865,5.760221247523036,3.5486119851713376,1.0
2023-02-27,145.80767822265625,147.03982803359767,145.344388690471,145.6006854773172,44998500,148.16482696533205,147.37860006210596,55.104110149754966,3.499810499437075,-1.8083285984687691,5.308139097905844,3.4683445802877277,0.0
2023-02-28,145.304931640625,146.9510815880518,144.7332124606566,144.95007197860627,50547000,148.3929229736328,146.96386637780978,53.93137454960015,3.0720254723477467,-1.7888909004464777,4.860916372794224,3.379024905081119,0.0
2023-03-01,143.2349395751953,145.1275197577975,142.93922063146897,144.73323786008925,55479000,148.45403518676758,146.2180810172869,49.28088325334871,2.5367298536270084,-1.859349215333773,4.396079068960781,3.3066453410864702,1.0
2023-03-02,143.8263702392578,144.61494903595985,141.84506394442167,142.31822024697658,52238100,148.4886177062988,145.73973886168108,50.59180325739836,2.1356097511513497,-1.8083754542475456,3.9439852053988953,3.268305323261593,1.0
2023-03-03,148.87326049804688,148.9521198871165,145.22610023869615,145.9259528752422,70732300,148.51030044555665,146.36644318895424,60.07498905821342,2.199605363859831,-1.3955038732312515,3.5951092370910827,3.400979917875672,1.0
2023-03-06,151.63328552246094,154.0680147422593,151.26857399298945,151.59384830577196,87558000,148.4888885498047,147.4198116556556,64.12973529333001,2.444850585292812,-0.9202069214386168,3.365057506731429,3.529106655471154,0.0
2023-03-07,149.4351348876953,151.83042689733767,148.97184535612897,151.50513754277677,56182000,148.4938819885254,147.82287630206355,58.99124749271316,2.4337816843796247,-0.7450206578814438,3.1788023422610685,3.4812120044524075,1.0
2023-03-08,150.68698120117188,151.278419098267,149.66183922588297,150.62784041964048,47204800,148.4177719116211,148.39569728188522,60.912110328286666,2.4972364487348955,-0.545252714820939,3.0424891635558344,3.364217162032356,0.0
2023-03-09,148.43954467773438,152.33313497413033,148.08468493947933,151.3671337581158,53833600,148.3636360168457,148.40446676105506,55.85392650792481,2.3392104992947225,-0.5626229314088897,2.901833430703612,3.4273766529336878,0.0
2023-03-10,146.37939453125,148.78455331931613,145.50210448552664,148.0649820559655,68572400,148.25816497802734,147.99945231509406,51.6221459513252,2.024400863412154,-0.7019460538331668,2.726346917245321,3.417024665851959,1.0
2023-03-13,148.3212432861328,150.95311305935627,145.59079552733544,145.69922529511118,84457100,148.231551361084,148.06381050930182,55.07707155349271,1.909590355763612,-0.6534052491853672,2.5629956049489793,3.555974156292592,1.0
2023-03-14,150.41098022460938,151.209410853691,147.95654755608294,149.11968969699433,73695900,148.16945114135743,148.53324445236333,58.51096149793286,1.9645800516352665,-0.4787324426509705,2.443312494286237,3.5343233806722685,1.0
2023-03-15,150.80526733398438,151.06154904978908,147.7791005346977,149.03096880678774,77167900,148.15910339355466,148.98764902868754,59.14550845393082,2.016727872776727,-0.3412676972076083,2.357995569984335,3.5163323188450617,1.0
2023-03-16,153.62440490722656,154.22569446185167,149.4745187940127,149.98709719489494,76161100,148.1847312927246,149.91500020439537,63.44986071128015,2.2594902413624425,-0.0788042628975143,2.3382945042599568,3.6045354152017692,0.0
2023-03-17,152.7865753173828,154.50173325502132,152.07685582876627,153.85115455030763,98944600,148.2483108520508,150.48931522699286,61.38010204439579,2.3571040928723903,0.01504767088994674,2.3420564219824436,3.520274130277004,1.0
2023-03-20,155.15228271484375,155.5662982460434,151.94869352566715,152.85556893212473,73641400,148.48734664916995,151.42190872456302,64.86521131642168,2.595437995785943,0.20270525904279957,2.3927327367431435,3.5272263152840932,1.0
2023-03-21,157.00543212890625,157.1237136794573,154.30455474450915,155.07342994575768,73938300,149.01963500976564,152.53861340543168,67.3507077327036,2.900418779010522,0.40614883381390277,2.4942699451966193,3.476650073831526,0.0
2023-03-22,155.57615661621094,159.82460651427928,155.5564380089166,157.0251659140942,75701800,149.45926666259763,153.14612204758754,63.61294688819883,2.99229435141865,0.39841952497762456,2.5938748264410254,3.5331871046551813,1.0
2023-03-23,156.66043090820312,159.24302685232914,155.4282812343858,156.56186795883147,67622100,149.92896270751953,153.84898381971067,65.19116396672776,3.1166712322800265,0.4182371246712009,2.6984341076088256,3.553298427032907,1.0
2023-03-24,157.96160888671875,158.0503200650471,155.5958872192805,156.5914588714899,59196500,150.59629516601564,154.67150883311228,67.03875436611816,3.2823975590782766,0.46717076117556067,2.815226797902716,3.4748080283710263,0.0
2023-03-27,156.01974487304688,158.47419284355544,155.6155961034445,157.65604352005258,52390300,151.10689849853514,154.9411560410992,61.76941157325413,3.2199273518144764,0.3237604431294079,2.8961669086850685,3.4307929363524496,0.0
2023-03-28,155.39871215820312,156.22672817707905,153.7525619849842,155.714149696992,45992200,151.61158752441406,155.03266726452,60.14130177947226,3.0847480571693495,0.15086491878742425,2.9338831383819253,3.362462454619765,1.0
2023-03-29,158.4741668701172,158.75016719414856,157.074446643704,157.09415020907082,51305700,152.37354888916016,155.72096718563944,65.05367422490625,3.18901994798847,0.20410944768523587,2.984910500303234,3.361676210428741,1.0
2023-03-30,160.04148864746094,160.1499184415396,158.9670575321584,159.22333929957506,49501700,153.1843048095703,156.58507147800375,67.267678711754,3.3594008595239018,0.29959228737653376,3.059808572147368,3.2412530219282893,1.0
2023-03-31,162.545166015625,162.64374399803975,159.59787385661696,160.1203040734608,68749800,153.8679000854492,157.77709038552803,70.48453382948313,3.6543299579362554,0.4756171086311096,3.1787128493051457,3.2272971018921828,1.0
2023-04-03,163.79705810546875,163.91533966892132,161.87490749491164,161.92419649331373,56976200,154.4760887145996,158.9810839295162,71.9680141075615,3.9436210141962817,0.6119265319129088,3.331694482283373,3.142521035614861,0.0
2023-04-04,163.26475524902344,164.45746763773894,162.75217680448466,164.22090454094308,46278300,155.16756973266598,159.83781819341766,70.34894165704863,4.082869095205581,0.600939690337766,3.481929404867815,3.0398617354462485,0.0
2023-04-05,161.42149353027344,162.6930806881456,159.48949085197538,162.38750991031526,51511700,155.70429534912105,160.15455326078882,64.90379309797613,3.9983973509655186,0.41317435687816273,3.585222994087356,3.092390496989235,1.0
2023-04-06,162.30859375,162.60431263964267,159.68657599119575,160.11042820166983,45390100,156.39774780273436,160.58536135863108,66.25742551564356,3.957415832681903,0.29775427087563777,3.6596615618062653,3.0799152220933554,0.0
